ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.6,205,2051,5,313,455,16,52,3,0
5.2,186,1865,7,333,379,17,58,4,0
6.1,166,2131,7,311,340,13,95,6,0
7.8,182,1913,6,340,433,10,75,3,0
7.0,200,3086,6,391,422,9,48,5,0
8.6,217,3903,6,373,340,19,53,2,0
6.4,275,860,7,272,384,16,54,3,0
7.4,173,2018,9,384,310,23,81,3,0
8.4,218,2872,5,310,471,10,49,3,0
7.6,113,3727,6,377,285,17,48,3,0
5.4,258,1016,9,248,396,15,65,3,0
7.1,137,2428,5,433,342,9,88,5,0
7.1,233,3249,6,347,424,13,55,4,0
7.2,238,1368,9,284,478,16,74,3,0
6.9,149,1620,5,375,350,11,75,4,0
7.3,244,2227,7,369,477,12,60,3,0
9.3,133,4198,6,417,267,10,75,4,0
7.1,216,2696,6,418,573,19,50,4,0
7.1,250,3079,6,333,338,17,74,3,0
6.2,249,1268,6,263,274,14,57,3,0
7.1,240,1142,5,267,323,8,88,3,0
8.0,151,2527,7,352,527,15,52,3,0
9.3,160,1960,3,416,427,14,95,3,0
7.8,193,1901,8,377,597,8,45,3,0
9.4,252,1315,7,333,368,14,50,3,0
8.2,201,2185,5,320,464,15,61,4,0
8.3,168,3096,5,333,302,14,41,3,0
7.1,207,1196,7,325,502,17,64,2,0
7.2,151,2378,9,403,465,16,77,4,0
8.6,235,2086,7,378,418,13,66,3,0
7.8,257,1739,8,251,439,9,54,3,0
3.9,177,2193,7,299,447,12,63,4,0
7.1,164,2523,4,350,413,15,45,3,0
4.0,160,1443,8,311,414,20,78,3,0
6.0,241,2216,6,333,486,13,64,4,0
7.5,185,2445,5,333,393,15,74,3,0
7.2,231,1662,6,333,475,8,35,3,0
7.1,202,1190,8,367,379,13,58,3,0
7.1,115,4607,5,437,422,10,53,4,0
7.5,117,2835,4,414,472,18,76,3,0
4.5,236,2684,4,207,456,16,74,4,0
7.1,207,2511,6,345,420,22,92,2,0
7.1,162,2879,7,377,364,14,99,4,0
6.3,124,3111,5,333,396,18,73,4,0
7.1,233,1731,8,264,311,10,108,4,0
8.8,216,2710,7,333,384,15,78,4,0
6.9,185,1468,9,341,560,22,64,2,0
7.1,169,2554,5,393,359,16,60,3,0
6.9,110,3298,2,368,417,12,33,5,0
6.5,176,3836,7,278,291,19,81,5,0
6.6,217,2448,5,310,476,11,48,3,0
7.9,218,2304,7,349,414,14,72,3,0
6.1,151,2056,8,384,363,13,96,4,0
6.9,168,1754,6,387,372,15,74,2,0
6.2,214,2942,8,369,319,10,65,3,0
7.1,240,3809,5,333,359,13,72,3,0
8.4,179,2202,5,339,396,13,110,2,0
7.1,205,1219,7,313,374,11,47,5,0
5.9,200,1739,6,279,380,11,31,3,0
8.8,216,1773,7,377,301,16,64,4,0
7.1,187,1342,7,333,507,18,79,5,0
6.8,164,1401,6,281,389,14,44,3,0
9.3,215,3662,3,333,383,19,80,4,0
7.5,226,916,5,333,417,10,67,4,0
7.1,172,2539,6,355,298,13,66,3,0
5.6,167,1454,7,333,347,10,75,5,0
4.3,192,2460,8,261,475,10,53,5,0
9.7,188,2640,4,395,325,16,91,3,0
8.7,173,2033,5,439,459,16,89,5,0
5.9,172,3057,8,393,426,16,74,2,0
9.5,274,2187,5,364,581,13,62,3,1
7.1,173,1831,7,282,407,20,79,4,1
7.1,185,3943,8,286,355,7,39,1,1
7.6,244,2956,8,333,278,10,107,4,1
7.0,199,2250,7,333,531,14,58,3,1
8.1,211,3708,8,251,512,19,73,3,1
7.0,229,1257,7,390,558,15,36,4,1
6.3,133,3106,6,252,381,17,71,3,1
6.2,139,669,3,333,601,13,68,4,1
6.9,214,2050,9,321,306,12,79,4,1
7.8,210,1885,5,376,375,14,43,5,1
7.9,201,3943,7,276,432,17,70,4,1
6.4,183,2052,8,366,548,13,69,4,1
7.8,239,2784,6,356,484,18,50,4,1
7.0,180,1287,6,333,358,16,66,4,1
7.0,183,1340,6,371,433,14,66,4,1
6.6,195,1390,6,387,310,11,52,5,1
7.4,236,1899,7,359,357,18,58,3,1
7.1,134,807,5,333,599,9,100,3,1
6.9,198,1690,6,299,470,15,61,4,1
5.3,148,1113,6,335,485,13,60,3,1
6.9,197,1534,7,333,373,11,79,4,1
7.8,206,3425,7,299,347,19,80,4,1
7.3,228,2969,7,322,392,15,84,2,1
6.8,182,2167,6,325,397,16,74,2,1
6.7,187,2637,8,337,488,17,77,4,1
8.0,255,3085,8,333,442,11,93,5,1
6.9,170,2046,7,365,400,14,51,4,1
5.8,157,796,6,262,377,17,69,3,1
8.5,241,2931,5,313,328,18,84,3,1
7.0,224,1350,5,333,479,15,73,3,1
7.3,233,3161,8,331,490,12,31,3,1
8.1,224,1651,5,333,416,12,91,2,1
7.5,215,2715,7,382,403,14,56,5,1
7.5,224,1789,8,333,472,13,74,3,1
6.4,192,1931,6,333,529,16,62,6,1
7.1,178,3948,8,281,520,10,75,2,1
7.1,179,2570,7,333,311,10,42,1,1
7.4,204,1860,7,318,338,16,94,2,1
6.7,209,1548,7,351,408,13,70,4,1
7.7,217,3115,8,333,594,12,77,3,1
7.0,178,2541,6,316,388,11,73,3,1
7.2,212,2564,8,352,435,8,75,2,1
6.6,191,2503,7,395,501,14,80,4,1
6.9,184,1696,6,351,434,11,77,4,1
7.1,169,3727,8,240,454,18,63,3,1
7.1,165,1156,8,333,369,7,66,3,1
6.3,160,1709,6,305,424,14,41,4,1
7.0,210,1381,8,342,489,14,69,3,1
7.4,180,2043,6,333,437,9,69,3,1
7.4,198,2823,8,289,424,18,31,2,1
7.7,188,1545,5,322,523,16,57,4,1
6.5,171,2085,7,282,359,13,83,5,1
8.2,240,2364,6,318,410,13,56,3,1
6.1,150,2059,6,333,431,12,64,4,1
7.1,196,3696,8,294,530,13,85,2,1
6.6,215,1805,6,333,374,11,77,3,1
4.7,160,512,8,357,344,14,34,4,1
8.0,234,1536,5,377,613,14,48,4,1
6.8,179,3500,8,333,360,13,72,3,1
7.1,177,2032,5,353,279,13,44,4,1
7.0,177,2288,6,315,507,15,35,4,1
6.4,166,2485,9,287,479,10,65,3,1
6.3,149,1575,8,317,605,15,82,5,1
7.1,166,2119,6,285,410,15,75,2,1
9.0,225,4900,6,296,445,16,83,4,1
7.8,216,3505,7,306,447,10,36,4,1
6.1,155,2731,7,333,436,12,66,4,1
7.2,198,3268,8,283,531,19,81,4,1
6.7,166,2247,8,317,527,12,55,3,1
8.1,231,1995,5,349,386,15,63,4,1
7.1,205,2261,6,266,313,11,28,3,1
6.3,164,2659,7,338,607,14,113,4,1
5.9,175,1717,10,307,402,15,74,3,1
7.6,246,3334,8,345,445,10,98,2,1
6.7,197,2104,6,337,641,15,63,4,1
6.9,185,1397,7,375,462,17,74,4,1
7.1,142,2120,9,333,429,16,58,2,1
7.6,212,1431,5,362,450,18,66,4,1
7.4,234,1554,7,364,393,15,64,3,1
6.6,187,2015,7,333,390,12,85,3,1
6.3,185,1850,6,356,366,16,76,3,1
5.9,139,1100,5,339,446,10,89,3,1
7.9,197,2289,8,295,358,12,71,3,1
6.5,194,741,5,354,361,11,57,4,1
6.8,223,1719,7,374,344,15,60,4,1
7.1,203,2010,8,351,346,11,62,4,1
7.2,206,2579,7,321,485,15,49,4,1
7.1,206,2182,5,333,387,17,55,3,1
7.2,147,3730,5,279,395,13,63,3,1
7.8,215,3889,7,342,349,6,65,5,1
7.1,209,2021,6,323,539,20,72,4,1
7.0,128,3056,4,281,348,15,58,2,1
7.1,199,1263,7,332,293,13,54,4,1
7.7,189,4702,8,287,567,14,71,3,1
6.3,187,2757,9,322,277,13,59,3,1
6.6,160,2255,5,338,416,15,53,5,1
6.8,154,1552,6,343,597,17,56,3,1
7.1,204,2568,7,318,311,20,69,4,1
8.2,278,2904,7,334,384,17,64,4,1
7.8,251,2168,6,395,355,14,67,4,1
7.3,182,1370,5,300,424,18,73,5,1
7.1,129,890,6,327,525,17,32,3,1
7.7,230,3505,7,364,305,18,72,4,1
7.7,223,2025,7,351,510,14,73,5,1
7.1,209,2011,6,370,338,11,51,3,1
7.8,210,1987,7,333,448,7,55,3,1
7.3,216,1941,6,333,301,19,67,3,1
7.5,211,3435,8,365,447,18,60,3,1
7.7,229,2199,7,320,398,18,41,4,1
7.4,194,3456,8,294,350,18,79,2,1
6.6,164,3066,8,272,533,10,83,4,1
7.0,220,1974,7,371,536,15,67,4,1
7.9,226,1948,6,356,472,11,55,3,1
7.5,236,2173,6,407,299,20,68,4,1
7.1,200,1270,7,395,464,15,63,3,1
6.5,214,1233,7,389,465,22,24,3,1
6.4,180,1750,6,367,411,11,66,4,1
5.8,171,808,7,330,442,11,95,4,1
6.9,188,1405,6,333,338,17,66,3,1
8.8,236,4068,6,303,278,14,72,4,1
7.4,231,2916,7,375,389,13,39,3,1
9.2,281,4785,8,314,422,9,64,2,1
7.1,192,3234,8,272,581,13,64,3,1
6.6,145,2507,5,285,369,8,66,4,1
6.5,223,1514,7,389,437,12,52,4,1
7.3,199,1907,5,336,413,12,56,4,1
8.1,217,3818,7,311,281,13,78,4,1
7.1,237,3543,7,381,365,13,33,3,1
6.0,151,2015,7,275,478,18,99,3,1
7.1,212,2562,8,338,330,11,64,4,1
7.1,161,2558,6,333,467,14,52,4,1
6.4,177,2032,6,373,375,11,61,3,1
6.8,201,2588,9,327,519,17,90,5,1
7.9,224,2740,6,343,315,14,32,4,1
7.3,229,1260,5,351,370,19,79,4,1
7.1,198,1664,6,348,472,17,59,3,1
6.8,176,3204,7,333,467,11,47,3,1
7.7,203,2140,7,333,424,16,48,3,1
7.6,223,1473,6,372,481,8,62,4,1
7.8,213,1882,6,316,405,16,55,3,1
6.7,154,2513,8,274,330,15,69,3,1
6.5,146,3596,8,333,474,21,54,3,1
8.5,236,1782,4,341,423,15,80,3,1
7.5,231,2245,7,333,380,14,66,4,1
5.8,183,2202,8,333,376,10,63,3,1
7.3,165,3039,7,281,475,12,83,6,1
7.5,216,946,4,341,501,11,52,3,1
6.1,158,2248,8,333,458,15,66,3,1
5.2,127,790,6,335,475,12,79,5,1
7.1,255,1509,8,361,471,14,40,3,1
6.4,180,2603,9,308,473,17,57,3,1
7.7,205,1157,4,356,407,10,83,4,1
7.1,191,2522,6,319,419,12,78,4,1
7.1,108,1447,5,281,512,15,86,3,1
6.6,179,2639,9,333,496,12,78,4,1
6.5,159,1340,6,296,359,15,63,3,1
7.5,195,3317,7,333,534,17,38,3,1
7.1,221,3226,8,303,357,12,51,4,1
7.1,221,1724,9,322,442,16,78,4,1
7.0,197,1215,7,341,303,14,70,3,0
7.1,184,3232,8,292,617,8,51,5,0
8.3,222,2032,7,297,374,15,93,4,0
3.8,211,1468,7,326,371,21,35,3,0
7.1,174,2899,4,417,468,10,53,3,0
9.4,166,3247,7,333,498,12,56,4,0
9.0,169,2179,7,333,436,18,73,4,0
5.7,241,1408,5,293,498,24,70,2,0
7.3,177,2344,9,326,478,14,55,2,0
7.0,201,2451,5,401,371,12,89,4,0
4.3,197,984,10,333,295,19,81,4,0
5.3,234,2681,3,369,570,12,44,3,0
7.3,187,2435,7,333,346,10,61,4,0
9.3,184,2274,7,375,436,15,44,3,0
9.7,199,3291,6,333,461,16,76,2,0
7.1,184,1976,7,333,293,12,66,3,0
6.7,196,2356,7,315,500,11,31,3,0
6.8,261,1514,7,333,397,11,66,3,0
7.0,222,2544,7,333,647,17,38,4,0
7.4,179,1776,9,328,364,12,49,2,0
6.2,192,1933,8,333,401,18,61,3,0
7.3,187,2127,7,333,332,16,55,4,0
7.1,187,1542,8,341,561,14,66,3,0
6.6,226,1373,9,257,275,12,66,3,0
10.1,242,2464,4,347,348,17,73,4,0
14.0,235,2400,5,381,460,13,72,3,0
8.5,128,1527,10,333,553,16,69,4,0
6.0,151,2420,8,333,410,10,107,4,0
5.8,194,1772,5,410,622,17,93,4,0
8.1,236,2663,6,275,496,18,58,2,0
5.6,143,2223,9,368,437,11,52,4,0
5.9,196,1939,7,328,324,18,77,3,0
10.3,249,2325,3,284,468,5,67,2,0
9.6,205,3308,5,356,333,16,68,3,0
7.1,139,1897,7,423,528,18,68,3,0
7.1,210,1222,6,387,422,14,77,2,0
9.7,190,1875,7,333,461,9,64,3,0
6.5,181,2244,10,271,351,11,66,3,0
7.1,193,1875,8,327,478,13,52,2,0
7.7,208,2764,5,332,397,12,73,5,0
8.3,191,2252,7,333,292,18,72,4,0
7.2,223,2431,7,275,306,9,77,4,0
7.7,219,3080,6,333,405,12,70,5,0
7.1,214,1902,7,333,421,16,74,3,0
6.9,185,1221,8,350,394,17,86,4,0
6.0,230,2027,9,305,333,12,55,2,0
11.6,192,3923,8,235,463,19,81,3,0
10.2,194,2891,7,316,279,18,63,2,0
8.7,145,2025,10,333,612,13,94,3,0
3.7,183,1484,9,333,293,12,112,3,0
4.9,184,1092,7,352,338,21,91,3,0
6.1,138,1485,8,333,389,17,100,5,0
9.0,156,2489,7,416,342,13,62,3,0
9.9,160,3212,6,405,541,11,46,5,0
7.1,165,1991,7,351,420,17,46,3,0
4.2,207,2121,6,304,488,13,65,3,0
9.1,233,3210,6,333,370,16,68,3,0
3.9,152,1785,7,324,342,7,75,3,0
7.4,148,1441,9,347,316,13,58,5,0
7.1,180,869,8,396,534,10,87,3,0
8.5,141,1265,11,347,387,12,69,4,0
5.7,199,2581,6,333,483,11,79,4,0
3.7,199,1590,8,291,371,11,66,2,0
6.5,183,1428,8,373,495,11,58,3,0
7.9,190,1646,5,394,294,17,82,3,0
6.6,211,2899,8,267,504,14,68,4,0
4.3,218,1763,7,331,424,15,70,4,0
8.6,215,1577,7,316,359,14,79,4,0
8.9,145,1762,8,341,286,15,42,4,0
10.5,143,3132,7,402,491,12,75,4,0
7.1,219,3104,6,263,411,16,70,1,0
6.9,214,3294,5,333,318,12,15,4,0
8.1,213,2453,6,322,517,14,59,2,0
4.9,161,1351,8,343,535,14,71,4,0
5.1,197,2168,7,292,424,10,51,4,0
6.1,208,2145,9,263,459,19,31,4,0
10.0,213,2543,5,319,362,13,68,2,0
9.0,213,1903,5,316,473,15,66,4,0
5.5,228,3534,4,333,526,14,46,2,0
7.1,200,2074,6,264,450,10,70,3,0
6.7,229,1505,5,315,443,13,76,4,0
7.2,228,1539,7,334,294,13,50,4,0
7.1,190,3052,6,387,382,19,73,4,0
7.1,173,1930,6,372,295,7,88,3,0
5.6,203,1934,8,265,708,15,69,3,0
7.1,184,1336,9,335,467,19,80,4,0
8.0,244,3240,3,307,433,16,67,3,0
7.8,195,2232,6,416,371,10,66,4,0
5.2,206,1791,11,333,357,4,72,3,0
7.7,163,2503,8,329,431,16,89,4,0
7.3,229,1640,7,272,518,17,67,3,0
3.7,202,943,10,313,543,15,65,3,0
7.1,221,2715,7,274,472,15,35,4,0
7.7,220,2668,8,299,564,13,77,4,0
8.2,236,2793,6,325,511,13,80,4,0
7.2,184,3112,6,352,472,14,61,3,0
5.7,202,1749,5,385,479,21,66,3,0
8.8,197,1957,7,376,518,19,35,3,0
9.8,177,3057,6,333,536,12,46,4,0
10.0,237,2694,5,334,379,13,86,3,0
7.1,179,1828,7,326,397,9,57,2,0
9.1,162,2146,9,333,501,15,83,4,0
7.1,146,2562,7,333,464,8,69,3,0
5.8,157,1608,9,277,550,11,52,5,0
7.1,209,1866,4,347,479,16,68,3,0
5.0,220,2098,7,232,373,12,45,4,0
5.4,185,1802,6,447,332,7,67,5,0
4.8,241,1832,7,237,355,12,75,4,0
7.9,217,2357,7,279,548,10,65,3,0
6.7,158,1630,7,333,514,9,38,3,0
8.7,206,2955,6,339,329,9,63,3,0
4.2,181,2581,8,297,399,9,46,4,0
8.5,212,2855,7,342,341,9,60,2,0
10.0,215,3346,6,365,373,13,77,2,0
7.0,204,2460,8,280,365,10,59,4,0
2.8,186,1192,8,332,447,18,87,3,0
6.0,186,2312,7,333,446,16,64,5,0
8.2,178,2562,7,391,353,19,74,3,0
7.0,162,2639,6,333,574,12,51,3,0
8.2,258,1729,5,333,434,12,51,4,0
7.1,162,2464,7,330,414,11,73,3,0
6.9,216,1352,5,402,553,15,86,3,0
8.0,147,2082,9,333,474,10,60,4,0
7.1,204,2632,5,333,487,20,70,3,0
9.6,223,2829,5,333,398,11,44,3,0
7.3,195,2149,6,360,418,11,81,4,0
7.1,260,1180,5,336,424,12,70,2,0
8.0,169,1916,8,405,350,15,68,3,0
7.9,170,3700,6,346,517,15,68,4,0
6.4,237,1873,5,333,235,11,56,3,0
5.2,171,1228,10,301,501,12,54,4,0
6.5,197,1597,7,273,452,18,77,5,0
5.9,195,1243,6,380,367,21,90,4,0
8.1,184,3003,6,373,400,15,37,4,0
7.1,187,2953,7,274,469,16,78,4,0
6.5,205,1982,6,298,482,12,89,4,0
7.1,205,2514,5,296,528,12,69,4,0
7.0,205,1610,5,371,532,10,72,5,0
5.5,134,1597,9,366,418,12,57,3,0
2.6,147,2131,9,312,406,11,83,2,0
7.3,199,1454,8,276,486,17,70,5,0
8.6,191,3211,8,293,518,8,58,3,0
6.7,148,1332,7,333,403,20,70,3,0
7.1,194,1834,7,333,320,12,75,4,0
8.0,204,2040,4,406,515,21,70,3,0
7.1,168,1856,8,345,419,18,59,2,0
8.6,228,1912,7,327,383,14,41,4,0
9.5,169,3336,8,315,449,10,74,3,0
6.8,227,1447,8,274,360,19,40,4,0
7.1,229,2244,5,320,389,15,34,3,0
7.1,188,2187,7,408,616,8,59,4,0
5.5,186,1663,9,333,355,12,66,4,0
5.1,191,1825,8,284,373,18,91,3,0
6.2,199,2700,7,296,478,17,84,4,0
8.1,221,2980,8,205,556,10,59,4,0
6.9,158,1191,7,386,473,16,62,4,0
8.8,225,2365,2,408,446,14,42,3,0
7.1,200,2535,7,304,394,16,77,3,0
8.4,156,2192,7,379,364,11,62,3,0
6.5,215,2116,7,348,315,13,46,4,0
9.9,128,2643,8,349,480,9,65,4,0
4.8,186,1911,7,359,577,8,73,3,0
10.6,278,2865,2,379,334,15,65,3,0
6.3,249,2104,5,333,334,15,52,4,0
7.8,208,2230,5,408,502,16,60,3,0
8.0,191,1674,8,312,431,14,77,3,0
9.7,130,3022,9,370,411,18,76,3,0
5.9,179,2656,6,333,431,14,75,2,0
5.6,189,1151,8,329,331,18,66,4,0
7.6,208,3453,5,301,470,15,35,4,0
7.1,243,2349,4,283,341,16,45,3,0
5.2,185,2566,7,318,449,18,49,3,0
7.3,205,2377,8,333,529,12,41,3,0
6.1,241,1353,6,335,363,13,60,4,0
6.0,186,2255,8,331,444,4,65,4,0
7.1,153,2850,8,333,346,15,48,3,0
7.9,207,1235,7,340,499,14,97,5,0
7.1,159,2391,6,369,472,13,85,2,0
7.7,204,2153,8,333,445,16,78,3,0
7.1,163,1951,7,393,587,14,69,4,0
10.4,262,3911,3,285,473,13,65,5,0
6.7,236,3319,4,331,402,14,66,4,0
7.3,235,2044,7,333,305,12,91,3,0
7.1,196,2274,7,325,397,21,51,3,0
7.3,202,1703,6,361,600,17,89,4,0
10.1,177,2064,5,333,487,16,48,2,0
6.4,266,2125,4,357,358,27,59,4,0
7.9,181,1585,6,333,584,10,81,5,0
7.1,197,3125,6,333,322,14,74,3,0
7.8,192,2808,7,329,327,10,52,1,0
6.3,227,2446,6,333,399,17,71,4,0
7.1,170,1455,7,395,486,13,51,3,0
6.6,170,2343,7,333,513,20,78,4,0
6.0,205,2326,9,283,371,16,73,2,0
10.1,189,1757,6,333,416,9,92,4,0
5.2,135,1206,8,333,362,11,76,4,0
5.6,229,1561,4,383,409,10,63,3,0
9.5,254,2849,6,333,620,18,65,3,0
9.0,199,2169,5,350,288,13,73,5,0
4.4,119,1910,11,333,328,14,49,4,0
7.0,205,2268,5,304,441,13,77,4,0
6.7,160,1778,7,333,247,17,86,5,0
6.9,182,2024,6,330,420,17,60,4,0
6.2,159,1978,10,310,505,16,41,3,0
8.3,232,1654,6,301,395,13,78,3,0
8.6,206,3955,5,290,345,14,66,3,0
7.1,219,2221,5,333,398,11,112,2,0
7.3,214,3274,6,320,438,15,55,3,0
7.6,206,1592,5,333,457,11,66,4,0
7.9,209,1985,8,300,368,18,57,4,0
7.1,181,1890,7,325,356,14,93,4,0
3.8,189,1852,6,396,365,15,86,4,0
7.1,234,1903,6,322,437,18,66,3,0
11.2,178,3377,9,327,425,17,58,5,0
6.4,126,2011,7,427,435,11,53,4,0
7.1,222,3223,5,336,526,9,77,4,0
5.2,191,2485,7,337,343,15,77,3,0
6.5,198,2162,5,389,296,9,66,5,0
7.8,171,2591,8,307,448,16,60,3,0
7.4,178,1292,7,333,376,18,40,3,0
6.0,197,1052,5,416,412,9,59,5,0
8.4,256,1679,4,333,333,10,55,3,0
8.4,223,2746,6,352,318,10,64,3,0
7.4,209,1793,7,333,349,13,68,3,0
7.1,235,2198,6,331,441,12,66,4,0
8.4,166,2995,9,307,546,17,37,3,0
7.1,222,3004,6,333,531,16,46,4,0
6.6,141,1287,9,340,339,17,86,2,0
6.4,199,2045,5,333,344,16,68,4,0
7.5,201,2671,5,333,516,14,83,4,0
10.6,193,1405,10,327,479,14,66,5,0
9.2,200,2674,6,339,363,14,86,4,0
10.5,256,3196,5,288,505,12,75,4,0
7.1,229,2270,6,316,294,16,54,4,0
6.0,236,1989,7,286,315,12,74,4,0
7.1,236,3482,4,362,537,19,87,3,0
6.0,182,2680,5,399,481,9,48,4,0
6.2,189,1515,6,306,297,11,81,3,0
7.1,175,3681,7,322,344,16,66,3,0
9.1,226,1996,5,386,440,11,66,5,0
7.1,283,2116,4,253,525,6,54,3,0
6.1,200,1640,6,366,444,16,72,4,0
6.2,170,1666,9,333,457,16,79,3,0
5.8,184,2938,6,348,405,18,82,4,0
6.8,212,2211,8,275,387,14,76,4,0
7.1,172,2659,8,333,348,7,93,3,0
6.4,128,1368,9,333,319,8,36,3,0
6.6,205,1963,7,344,430,12,57,3,0
5.7,139,1657,7,390,418,13,66,3,0
7.6,248,1460,6,322,275,11,94,4,0
3.0,147,1732,2,393,375,12,76,2,1
7.1,181,1928,7,333,274,14,56,2,1
7.1,232,1637,0,238,454,7,55,4,1
8.1,198,3520,9,333,348,19,72,3,1
7.1,204,2513,5,292,424,12,55,3,1
5.3,164,1367,5,333,635,11,35,3,1
7.1,167,3036,9,362,432,9,94,3,1
9.8,220,3413,9,233,367,13,62,4,1
7.1,172,2665,7,335,510,13,85,4,1
8.0,197,2310,9,322,395,13,68,3,1
6.6,206,1459,6,316,582,12,68,3,1
6.5,198,1900,7,335,257,13,52,3,1
6.3,163,2814,8,376,295,9,50,2,1
7.1,144,1621,5,379,374,11,72,4,1
5.2,179,1866,5,400,485,14,75,4,1
7.0,181,1819,8,371,201,11,68,3,1
6.8,210,3047,6,326,493,19,61,2,1
8.3,198,2434,8,278,456,15,64,3,1
5.1,137,1122,6,481,580,15,43,3,1
6.9,211,1922,6,307,323,21,71,5,1
7.2,188,2087,8,333,377,16,71,4,1
6.2,189,2731,6,319,522,13,53,4,1
9.2,241,2817,6,262,568,8,48,3,1
5.3,166,1840,4,333,347,15,63,3,1
4.0,135,1743,6,373,344,15,68,3,1
5.7,154,1762,6,390,324,17,67,4,1
6.9,217,1902,3,317,448,12,76,2,1
7.5,227,2655,5,300,332,16,28,3,1
6.1,217,1716,3,319,612,16,64,2,1
7.1,186,1950,8,305,355,15,73,2,1
7.1,182,2145,6,333,392,15,60,5,1
6.3,192,3331,7,333,489,9,57,3,1
6.2,169,2389,7,375,373,15,48,4,1
7.1,205,2704,4,298,515,9,48,4,1
5.5,192,1213,5,433,405,8,54,4,1
4.8,150,1919,7,374,400,11,69,4,1
10.5,221,3209,12,333,403,10,87,2,1
6.7,192,2746,5,281,299,12,46,4,1
8.0,237,2351,5,283,478,15,53,2,1
7.4,208,1371,8,352,336,20,69,5,1
7.0,222,1971,5,310,270,18,66,4,1
5.5,180,1230,5,410,388,12,60,4,1
7.8,206,1764,8,333,474,16,68,3,1
2.5,100,1987,5,417,420,13,85,2,1
8.4,153,1592,11,329,431,12,52,3,1
7.6,214,2981,6,298,494,13,70,3,1
7.6,242,1768,2,298,549,10,76,4,1
5.4,183,1526,5,394,446,17,50,3,1
7.1,215,1848,3,294,370,6,68,4,1
5.5,150,1833,7,416,300,12,55,4,1
5.1,239,2839,1,258,452,13,71,4,1
6.3,187,2769,6,330,303,14,57,2,1
6.7,250,2453,2,358,339,15,59,3,1
6.6,215,1648,6,304,507,11,18,4,1
7.1,138,1790,7,399,485,17,36,5,1
7.3,182,2913,8,333,307,8,49,4,1
5.5,180,2154,6,352,419,13,68,3,1
5.7,187,2586,3,338,456,15,72,4,1
6.2,206,2280,4,333,409,16,61,4,1
7.9,235,1476,7,338,505,11,49,5,1
7.2,203,1370,7,352,412,16,80,3,1
6.6,214,2488,5,333,400,14,58,4,1
7.9,211,3172,7,313,433,15,66,4,1
6.1,140,1179,9,437,413,14,48,5,1
7.1,208,1369,4,333,449,21,76,3,1
6.4,199,2846,4,330,448,11,70,2,1
8.6,201,3257,9,333,338,13,66,3,1
7.2,189,1331,7,378,541,12,41,3,1
6.9,205,1953,6,333,475,15,53,4,1
6.2,138,2150,10,338,447,14,31,2,1
9.5,224,3168,11,315,493,19,81,3,1
6.9,188,2736,8,355,465,12,75,4,1
8.2,244,3111,4,285,418,14,56,4,1
8.8,218,2175,6,276,356,15,67,2,1
4.7,176,2406,4,367,288,13,77,5,1
8.8,210,1597,8,328,324,12,59,5,1
7.9,210,1589,6,319,448,18,124,2,1
7.4,182,1925,7,295,339,10,83,6,1
5.8,181,1302,6,374,405,15,35,4,1
7.1,179,2106,7,377,571,12,85,3,1
7.9,169,2291,9,333,468,12,80,3,1
4.9,170,2300,4,340,346,13,84,3,1
9.8,213,2397,9,293,507,16,82,2,1
5.2,107,1911,9,333,457,17,77,3,1
6.9,138,1489,9,319,286,14,54,4,1
7.6,192,2541,5,283,432,12,81,4,1
7.1,210,2361,4,365,421,14,76,2,1
4.9,141,1361,8,368,439,9,82,4,1
5.7,145,2115,7,385,441,16,70,3,1
7.5,162,2217,9,333,401,14,82,4,1
7.0,191,2932,9,333,496,17,42,3,1
7.1,152,1973,10,373,463,15,61,5,1
7.1,189,2078,10,312,419,14,62,5,1
8.7,222,1367,7,348,460,18,72,4,1
7.1,177,1776,8,354,520,15,62,3,1
8.3,155,1825,11,329,380,13,35,4,1
7.7,211,2140,6,268,495,11,85,4,1
7.6,190,2941,7,349,524,19,79,4,1
4.9,136,1910,7,419,358,13,75,3,1
8.3,206,2056,9,333,479,21,80,4,1
3.8,111,1490,7,418,382,15,66,4,1
4.1,201,2055,1,341,435,12,69,2,1
7.1,201,1561,6,367,359,10,24,4,1
4.9,174,1522,5,412,333,15,68,3,1
9.6,217,2517,9,329,394,20,85,2,1
5.2,178,2264,6,326,404,18,89,3,1
7.8,200,1682,9,333,566,13,46,5,1
5.9,185,2797,6,329,428,20,70,3,1
5.7,173,1430,5,369,471,16,58,5,1
5.7,143,1837,7,418,359,18,77,5,1
7.4,191,2635,8,333,505,18,72,3,1
7.5,210,1689,6,344,315,19,66,3,1
7.4,241,1331,4,333,529,17,62,5,1
7.8,220,1716,7,344,385,16,47,4,1
9.2,195,1667,10,301,404,5,55,5,1
7.5,246,2263,3,297,357,16,79,3,1
7.5,230,1887,4,278,447,17,53,4,1
7.2,161,2559,10,367,330,15,51,4,1
7.1,116,2715,10,333,372,13,63,3,1
5.8,147,1361,8,394,533,14,91,4,1
7.1,201,3541,8,253,447,15,45,3,1
5.3,210,2922,3,341,363,18,36,3,1
7.4,212,1846,6,355,523,12,44,5,1
7.1,208,1673,7,333,518,8,78,4,1
8.2,156,1843,12,370,288,11,79,3,1
7.7,185,3058,8,333,314,17,59,5,1
